month,hour,freq,latitude,longitude,FaA
7, 0, 1.0000, -90.0000, -180.0000, 38.7505
7, 0, 1.0000, -90.0000, -179.0000, 38.7505
7, 0, 1.0000, -90.0000, -178.0000, 38.7505
7, 0, 1.0000, -90.0000, -177.0000, 38.7505
7, 0, 1.0000, -90.0000, -176.0000, 38.7505
7, 0, 1.0000, -90.0000, -175.0000, 38.7505
7, 0, 1.0000, -90.0000, -174.0000, 38.7505
7, 0, 1.0000, -90.0000, -173.0000, 38.7505
7, 0, 1.0000, -90.0000, -172.0000, 38.7505
7, 0, 1.0000, -90.0000, -171.0000, 38.7505
7, 0, 1.0000, -90.0000, -170.0000, 38.7505
7, 0, 1.0000, -90.0000, -169.0000, 38.7505
7, 0, 1.0000, -90.0000, -168.0000, 38.7505
7, 0, 1.0000, -90.0000, -167.0000, 38.7505
7, 0, 1.0000, -90.0000, -166.0000, 38.7505
7, 0, 1.0000, -90.0000, -165.0000, 38.7505
7, 0, 1.0000, -90.0000, -164.0000, 38.7505
7, 0, 1.0000, -90.0000, -163.0000, 38.7505
7, 0, 1.0000, -90.0000, -162.0000, 38.7505
7, 0, 1.0000, -90.0000, -161.0000, 38.7505
7, 0, 1.0000, -90.0000, -160.0000, 38.7505
7, 0, 1.0000, -90.0000, -159.0000, 38.7505
7, 0, 1.0000, -90.0000, -158.0000, 38.7505
7, 0, 1.0000, -90.0000, -157.0000, 38.7505
7, 0, 1.0000, -90.0000, -156.0000, 38.7505
7, 0, 1.0000, -90.0000, -155.0000, 38.7505
7, 0, 1.0000, -90.0000, -154.0000, 38.7505
7, 0, 1.0000, -90.0000, -153.0000, 38.7505
7, 0, 1.0000, -90.0000, -152.0000, 38.7505
7, 0, 1.0000, -90.0000, -151.0000, 38.7505
7, 0, 1.0000, -90.0000, -150.0000, 38.7505
7, 0, 1.0000, -90.0000, -149.0000, 38.7505
7, 0, 1.0000, -90.0000, -148.0000, 38.7505
7, 0, 1.0000, -90.0000, -147.0000, 38.7505
7, 0, 1.0000, -90.0000, -146.0000, 38.7505
7, 0, 1.0000, -90.0000, -145.0000, 38.7505
7, 0, 1.0000, -90.0000, -144.0000, 38.7505
7, 0, 1.0000, -90.0000, -143.0000, 38.7505
7, 0, 1.0000, -90.0000, -142.0000, 38.7505
7, 0, 1.0000, -90.0000, -141.0000, 38.7505
7, 0, 1.0000, -90.0000, -140.0000, 38.7505
7, 0, 1.0000, -90.0000, -139.0000, 38.7505
7, 0, 1.0000, -90.0000, -138.0000, 38.7505
7, 0, 1.0000, -90.0000, -137.0000, 38.7505
7, 0, 1.0000, -90.0000, -136.0000, 38.7505
7, 0, 1.0000, -90.0000, -135.0000, 38.7505
7, 0, 1.0000, -90.0000, -134.0000, 38.7505
7, 0, 1.0000, -90.0000, -133.0000, 38.7505
7, 0, 1.0000, -90.0000, -132.0000, 38.7505
7, 0, 1.0000, -90.0000, -131.0000, 38.7505
7, 0, 1.0000, -90.0000, -130.0000, 38.7505
7, 0, 1.0000, -90.0000, -129.0000, 38.7505
7, 0, 1.0000, -90.0000, -128.0000, 38.7505
7, 0, 1.0000, -90.0000, -127.0000, 38.7505
7, 0, 1.0000, -90.0000, -126.0000, 38.7505
7, 0, 1.0000, -90.0000, -125.0000, 38.7505
7, 0, 1.0000, -90.0000, -124.0000, 38.7505
7, 0, 1.0000, -90.0000, -123.0000, 38.7505
7, 0, 1.0000, -90.0000, -122.0000, 38.7505
7, 0, 1.0000, -90.0000, -121.0000, 38.7505
7, 0, 1.0000, -90.0000, -120.0000, 38.7505
7, 0, 1.0000, -90.0000, -119.0000, 38.7505
7, 0, 1.0000, -90.0000, -118.0000, 38.7505
7, 0, 1.0000, -90.0000, -117.0000, 38.7505
7, 0, 1.0000, -90.0000, -116.0000, 38.7505
7, 0, 1.0000, -90.0000, -115.0000, 38.7505
7, 0, 1.0000, -90.0000, -114.0000, 38.7505
7, 0, 1.0000, -90.0000, -113.0000, 38.7505
7, 0, 1.0000, -90.0000, -112.0000, 38.7505
7, 0, 1.0000, -90.0000, -111.0000, 38.7505
7, 0, 1.0000, -90.0000, -110.0000, 38.7505
7, 0, 1.0000, -90.0000, -109.0000, 38.7505
7, 0, 1.0000, -90.0000, -108.0000, 38.7505
7, 0, 1.0000, -90.0000, -107.0000, 38.7505
7, 0, 1.0000, -90.0000, -106.0000, 38.7505
7, 0, 1.0000, -90.0000, -105.0000, 38.7505
7, 0, 1.0000, -90.0000, -104.0000, 38.7505
7, 0, 1.0000, -90.0000, -103.0000, 38.7505
7, 0, 1.0000, -90.0000, -102.0000, 38.7505
7, 0, 1.0000, -90.0000, -101.0000, 38.7505
7, 0, 1.0000, -90.0000, -100.0000, 38.7505
7, 0, 1.0000, -90.0000, -99.0000, 38.7505
7, 0, 1.0000, -90.0000, -98.0000, 38.7505
7, 0, 1.0000, -90.0000, -97.0000, 38.7505
7, 0, 1.0000, -90.0000, -96.0000, 38.7505
7, 0, 1.0000, -90.0000, -95.0000, 38.7505
7, 0, 1.0000, -90.0000, -94.0000, 38.7505
7, 0, 1.0000, -90.0000, -93.0000, 38.7505
7, 0, 1.0000, -90.0000, -92.0000, 38.7505
7, 0, 1.0000, -90.0000, -91.0000, 38.7505
7, 0, 1.0000, -90.0000, -90.0000, 38.7505
7, 0, 1.0000, -90.0000, -89.0000, 38.7505
7, 0, 1.0000, -90.0000, -88.0000, 38.7505
7, 0, 1.0000, -90.0000, -87.0000, 38.7505
7, 0, 1.0000, -90.0000, -86.0000, 38.7505
7, 0, 1.0000, -90.0000, -85.0000, 38.7505
7, 0, 1.0000, -90.0000, -84.0000, 38.7505
7, 0, 1.0000, -90.0000, -83.0000, 38.7505
7, 0, 1.0000, -90.0000, -82.0000, 38.7505
7, 0, 1.0000, -90.0000, -81.0000, 38.7505
7, 0, 1.0000, -90.0000, -80.0000, 38.7505
7, 0, 1.0000, -90.0000, -79.0000, 38.7505
7, 0, 1.0000, -90.0000, -78.0000, 38.7505
