month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
4, 10, 0.01, 40.0157, -105.2793, 160.7271, 2.7889, 2.2848, 3.2163, 2.4172, 2.4172
4, 10, 0.01, 40.0157, -105.2793, 152.3594, 6.7152, 6.3618, 3.5441, 2.0409, 2.0409
4, 10, 0.02, 40.0157, -105.2793, 146.1464, 9.0142, 8.5716, 3.9643, 2.0852, 2.0852
4, 10, 0.03, 40.0157, -105.2793, 141.1794, 10.5409, 9.9433, 4.3544, 2.2562, 2.2562
4, 10, 0.03, 40.0157, -105.2793, 137.0311, 11.6330, 10.8649, 4.6968, 2.4661, 2.4661
4, 10, 0.35, 40.0157, -105.2793, 75.6023, 16.3780, 12.5679, 7.3207, 6.3852, 6.3852
4, 10, 0.04, 40.0157, -105.2793, 130.3324, 13.0920, 11.9945, 5.2526, 2.8946, 2.8946
4, 10, 0.05, 40.0157, -105.2793, 125.0178, 14.0175, 12.6287, 5.6758, 3.2848, 3.2848
4, 10, 0.06, 40.0157, -105.2793, 120.6053, 14.6506, 13.0094, 6.0048, 3.6265, 3.6265
4, 10, 0.07, 40.0157, -105.2793, 116.8291, 15.1050, 13.2449, 6.2653, 3.9240, 3.9240
4, 10, 0.08, 40.0157, -105.2793, 113.5268, 15.4423, 13.3910, 6.4748, 4.1836, 4.1836
4, 10, 0.09, 40.0157, -105.2793, 110.5913, 15.6985, 13.4789, 6.6452, 4.4114, 4.4114
4, 10, 0.10, 40.0157, -105.2793, 107.9484, 15.8963, 13.5275, 6.7850, 4.6125, 4.6125
4, 10, 0.15, 40.0157, -105.2793, 97.6433, 16.4038, 13.4861, 7.1972, 5.3371, 5.3371
4, 10, 0.02, 40.0157, -105.2793, 146.1464, 9.0142, 8.5716, 3.9643, 2.0852, 2.0852
4, 10, 0.25, 40.0157, -105.2793, 84.4130, 16.5426, 13.0341, 7.3955, 6.0634, 6.0634
4, 10, 0.30, 40.0157, -105.2793, 79.6441, 16.4762, 12.7945, 7.3750, 6.2549, 6.2549
4, 10, 0.35, 40.0157, -105.2793, 75.6023, 16.3780, 12.5679, 7.3207, 6.3852, 6.3852
4, 10, 0.40, 40.0157, -105.2793, 72.0997, 16.2638, 12.3569, 7.2471, 6.4735, 6.4735
4, 10, 0.50, 40.0157, -105.2793, 66.2613, 16.0172, 11.9796, 7.0720, 6.5687, 6.5687
4, 10, 0.60, 40.0157, -105.2793, 61.5283, 15.7681, 11.6540, 6.8844, 6.5969, 6.5969
4, 10, 0.70, 40.0157, -105.2793, 57.5756, 15.5268, 11.3702, 6.6982, 6.5860, 6.5860
4, 10, 0.80, 40.0157, -105.2793, 54.2066, 15.2969, 11.1201, 6.5190, 6.5511, 6.5511
4, 10, 0.90, 40.0157, -105.2793, 51.2927, 15.0791, 10.8974, 6.3492, 6.5012, 6.5012
4, 10, 1.00, 40.0157, -105.2793, 48.7445, 14.8731, 10.6972, 6.1895, 6.4417, 6.4417
4, 10, 1.50, 40.0157, -105.2793, 39.7017, 13.9932, 9.9289, 5.5338, 6.0912, 6.0912
4, 10, 2.00, 40.0157, -105.2793, 34.4000, 13.2987, 9.3942, 5.0673, 5.7401, 5.7401
4, 10, 2.50, 40.0157, -105.2793, 31.2159, 12.7287, 8.9888, 4.7333, 5.4217, 5.4217
4, 10, 3.00, 40.0157, -105.2793, 29.3623, 12.2469, 8.6637, 4.4944, 5.1391, 5.1391
4, 10, 3.50, 40.0157, -105.2793, 28.3876, 11.8305, 8.3926, 4.3260, 4.8895, 4.8895
4, 10, 4.00, 40.0157, -105.2793, 28.0068, 11.4646, 8.1599, 4.2116, 4.6687, 4.6687
4, 10, 5.00, 40.0157, -105.2793, 28.3214, 10.8455, 7.7726, 4.1016, 4.2986, 4.2986
4, 10, 6.00, 40.0157, -105.2793, 29.3623, 10.3357, 7.4547, 4.1038, 4.0046, 4.0046
4, 10, 7.00, 40.0157, -105.2793, 30.6345, 9.9039, 7.1817, 4.1836, 3.7692, 3.7692
4, 10, 8.00, 40.0157, -105.2793, 31.8635, 9.5308, 6.9401, 4.3193, 3.5801, 3.5801
4, 10, 9.00, 40.0157, -105.2793, 32.8936, 9.2030, 6.7213, 4.4967, 3.4284, 3.4284
4, 10, 10.00, 40.0157, -105.2793, 33.6375, 8.9115, 6.5197, 4.7059, 3.3075, 3.3075
4, 10, 15.00, 40.0157, -105.2793, 32.1712, 7.8120, 5.6710, 4.7059, 3.0204, 3.0204
4, 10, 20.00, 40.0157, -105.2793, 22.7390, 7.0613, 4.9685, 4.7059, 3.0551, 3.0551
4, 10, 25.00, 40.0157, -105.2793, 7.6180, 7.0613, 4.9685, 4.7059, 3.0551, 3.0551
4, 10, 30.00, 40.0157, -105.2793, -10.6238, 7.0613, 4.9685, 4.7059, 3.0551, 3.0551
