month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
4, 18, 0.01, 40.0157, -105.2793, 162.0423, 4.3778, 2.9972, 2.0055, 3.1732, 3.1732
4, 18, 0.01, 40.0157, -105.2793, 155.2952, 6.6076, 6.0623, 3.4655, 2.6558, 2.6558
4, 18, 0.02, 40.0157, -105.2793, 150.2503, 8.1514, 7.9040, 4.2814, 2.5598, 2.5598
4, 18, 0.03, 40.0157, -105.2793, 146.1973, 9.3102, 9.1463, 4.7954, 2.6001, 2.6001
4, 18, 0.03, 40.0157, -105.2793, 142.8001, 10.2243, 10.0461, 5.1424, 2.6914, 2.6914
4, 18, 0.35, 40.0157, -105.2793, 93.2275, 17.6258, 14.8000, 5.3543, 5.1079, 5.1079
4, 18, 0.04, 40.0157, -105.2793, 137.2947, 11.5939, 11.2683, 5.5654, 2.9173, 2.9173
4, 18, 0.05, 40.0157, -105.2793, 132.9141, 12.5849, 12.0622, 5.7966, 3.1431, 3.1431
4, 18, 0.06, 40.0157, -105.2793, 129.2727, 13.3426, 12.6190, 5.9280, 3.3494, 3.3494
4, 18, 0.07, 40.0157, -105.2793, 126.1564, 13.9436, 13.0300, 6.0020, 3.5337, 3.5337
4, 18, 0.08, 40.0157, -105.2793, 123.4335, 14.4332, 13.3445, 6.0405, 3.6971, 3.6971
4, 18, 0.09, 40.0157, -105.2793, 121.0168, 14.8400, 13.5917, 6.0562, 3.8423, 3.8423
4, 18, 0.10, 40.0157, -105.2793, 118.8455, 15.1834, 13.7901, 6.0567, 3.9714, 3.9714
4, 18, 0.15, 40.0157, -105.2793, 110.4469, 16.3147, 14.3700, 5.9530, 4.4426, 4.4426
4, 18, 0.02, 40.0157, -105.2793, 150.2503, 8.1514, 7.9040, 4.2814, 2.5598, 2.5598
4, 18, 0.25, 40.0157, -105.2793, 99.9453, 17.2822, 14.7411, 5.6370, 4.9125, 4.9125
4, 18, 0.30, 40.0157, -105.2793, 96.2765, 17.4979, 14.7899, 5.4892, 5.0313, 5.0313
4, 18, 0.35, 40.0157, -105.2793, 93.2275, 17.6258, 14.8000, 5.3543, 5.1079, 5.1079
4, 18, 0.40, 40.0157, -105.2793, 90.6342, 17.6961, 14.7868, 5.2320, 5.1555, 5.1555
4, 18, 0.50, 40.0157, -105.2793, 86.4191, 17.7289, 14.7211, 5.0203, 5.1943, 5.1943
4, 18, 0.60, 40.0157, -105.2793, 83.1031, 17.6774, 14.6280, 4.8443, 5.1873, 5.1873
4, 18, 0.70, 40.0157, -105.2793, 80.4011, 17.5790, 14.5223, 4.6959, 5.1540, 5.1540
4, 18, 0.80, 40.0157, -105.2793, 78.1419, 17.4536, 14.4109, 4.5693, 5.1051, 5.1051
4, 18, 0.90, 40.0157, -105.2793, 76.2148, 17.3122, 14.2973, 4.4602, 5.0470, 5.0470
4, 18, 1.00, 40.0157, -105.2793, 74.5446, 17.1616, 14.1833, 4.3652, 4.9833, 4.9833
4, 18, 1.50, 40.0157, -105.2793, 68.5898, 16.3746, 13.6331, 4.0334, 4.6447, 4.6447
4, 18, 2.00, 40.0157, -105.2793, 64.7855, 15.6251, 13.1284, 3.8419, 4.3291, 4.3291
4, 18, 2.50, 40.0157, -105.2793, 62.0254, 14.9415, 12.6656, 3.7256, 4.0537, 4.0537
4, 18, 3.00, 40.0157, -105.2793, 59.8566, 14.3210, 12.2372, 3.6548, 3.8165, 3.8165
4, 18, 3.50, 40.0157, -105.2793, 58.0591, 13.7558, 11.8371, 3.6137, 3.6125, 3.6125
4, 18, 4.00, 40.0157, -105.2793, 56.5138, 13.2382, 11.4609, 3.5931, 3.4365, 3.4365
4, 18, 5.00, 40.0157, -105.2793, 53.9284, 12.3206, 10.7664, 3.5922, 3.1524, 3.1524
4, 18, 6.00, 40.0157, -105.2793, 51.7970, 11.5279, 10.1335, 3.6251, 2.9382, 2.9382
4, 18, 7.00, 40.0157, -105.2793, 49.9725, 10.8326, 9.5494, 3.6783, 2.7764, 2.7764
4, 18, 8.00, 40.0157, -105.2793, 48.3578, 10.2154, 9.0052, 3.7445, 2.6550, 2.6550
4, 18, 9.00, 40.0157, -105.2793, 46.8733, 9.6623, 8.4945, 3.8191, 2.5653, 2.5653
4, 18, 10.00, 40.0157, -105.2793, 45.4504, 9.1630, 8.0126, 3.8994, 2.5012, 2.5012
4, 18, 15.00, 40.0157, -105.2793, 37.7188, 7.2438, 5.9288, 3.8994, 2.4311, 2.4311
4, 18, 20.00, 40.0157, -105.2793, 27.4944, 5.9549, 4.2292, 3.8994, 2.5966, 2.5966
4, 18, 25.00, 40.0157, -105.2793, 14.8630, 5.9549, 4.2292, 3.8994, 2.5966, 2.5966
4, 18, 30.00, 40.0157, -105.2793, 0.6451, 5.9549, 4.2292, 3.8994, 2.5966, 2.5966
